review_status,reviewer,review_notes,language,document,reference,title,source_text,pipeline_primary_type,pipeline_confidence,shadow_primary_type,shadow_confidence,shadow_abstained,shadow_abstention_reason,shadow_candidate_primary_type,shadow_candidate_coverage,shadow_ranked_material_mechanisms,gold_primary_type,gold_material_mechanisms,gold_actor_object_arguments,gold_polarity,gold_procedural_states,gold_numeric_semantic_roles,gold_source_evidence_spans
PENDING,,,en,12_Loan_Credit_Agreement.json,1.1,Loan Disbursement and Interest,"1.1 Lender shall disburse the principal amount of the Loan to Borrower upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.",loan,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,en,12_Loan_Credit_Agreement.json,2.1,Security Interest,"2.1 As security for Borrower's obligations under this Agreement, Borrower grants Lender a first-priority security interest in the Collateral, and shall execute all documents reasonably necessary to perfect such security interest, including UCC financing statements.",security_interest,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,en,12_Loan_Credit_Agreement.json,5.1,Guarantee of Borrower's Obligations,"5.1 Borrower's obligations under this Agreement are guaranteed by Trailhead Holdings Inc., the parent Contracting Party A of Borrower, pursuant to a separate Guarantee Agreement executed concurrently herewith.",guarantee,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,en,06_Executive_Employment_Agreement.json,1.1,Position and Time Commitment,"1.1 Executive shall serve as Chief Scientific Officer, reporting to the Chief Executive Officer, and shall devote substantially full business time to Contracting Party A's affairs.",employment,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,en,13_Asset_Purchase_Agreement.json,4.1,Operational Conduct,"4.1 Between the date of this Agreement and the Closing Date, Seller shall operate the Business in the ordinary course consistent with past practice and shall not, without Buyer's prior written consent, enter into any material contract, dispose of any material asset, or increase compensation for key applicable Contracting Party Bs.",compensation,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,"[{""kind"": ""PRIOR_CONSENT_PREREQUISITE"", ""semantic_role"": ""CONTROL_MODIFIER"", ""candidate_primary_type"": ""consent_control"", ""primary_eligible"": false, ""polarity"": null, ""procedural_state"": ""PRIOR_CONSENT"", ""source_evidence"": [{""label"": ""PRIOR_CONSENT_PREREQUISITE"", ""start"": 163, ""end"": 200, ""text"": ""without Buyer's prior written consent""}, {""label"": ""PRIOR_CONSENT_PREREQUISITE"", ""start"": 179, ""end"": 200, ""text"": ""prior written consent""}]}, {""kind"": ""PROHIBITION"", ""semantic_role"": ""CONTROL_MODIFIER"", ""candidate_primary_type"": ""prohibition"", ""primary_eligible"": false, ""polarity"": ""PROHIBITED"", ""procedural_state"": null, ""source_evidence"": [{""label"": ""PROHIBITION"", ""start"": 152, ""end"": 332, ""text"": ""shall not, without Buyer's prior written consent, enter into any material contract, dispose of any material asset, or increase compensation for key applicable Contracting Party Bs.""}]}]",,[],[],[],[],[],[]
PENDING,,,en,02_Master_Services_Agreement.json,1.1,Performance of Services,1.1 Provider shall perform the services described in each SOW in a professional and workmanlike manner consistent with generally accepted industry standards.,services,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,en,03_SaaS_Cloud_Agreement.json,2.1,Uptime Commitment,"2.1 Northwind shall use commercially reasonable efforts to maintain 99.9% uptime, measured monthly, excluding scheduled maintenance. Customer's sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A.",service_level,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,02_Master_Services_Agreement_FR.json,4.2,Résiliation,"4.2 La Partie contractante B pourra résilier le présent Accord ou tout Bon de Commande immédiatement, pour quelque raison que ce soit ou sans raison, moyennant notification écrite à la Partie contractante A. La Partie contractante A ne pourra résilier que pour manquement substantiel non corrigé de la Partie contractante B, après un préavis écrit de soixante (60) jours et une possibilité de remédier au manquement.",termination,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,02_Master_Services_Agreement_FR.json,2.2,Augmentation des honoraires,"2.2 La Partie contractante B se réserve le droit d'augmenter unilatéralement les honoraires pour toute période de renouvellement jusqu'à quinze pour cent (15 %), moyennant un préavis écrit de trente (30) jours, sans nécessiter le consentement de la Partie contractante A.",renewal,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,04_Cybersecurity_Services_Agreement_FR.json,5.1,Limitation de responsabilité,"5.1 La responsabilité globale de la Partie contractante B pour un Incident de Sécurité résultant du non-respect des niveaux de service prévus à l'Annexe A n'excédera pas trois (3) fois les honoraires annuels payés par la Partie contractante A, et sera illimitée en cas de négligence grave ou de faute intentionnelle de la Partie contractante B.",liability,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,04_Cybersecurity_Services_Agreement_FR.json,5.2,Indemnisation,"5.2 La Partie contractante B indemnisera la Partie contractante A au titre des réclamations de tiers, amendes réglementaires et coûts raisonnables de surveillance de crédit et d'enquête judiciaire résultant d'un Incident de Sécurité imputable à une violation du présent Accord par la Partie contractante B.",indemnity,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,02_Master_Services_Agreement_FR.json,2.1,Conditions de paiement,2.1 La Partie contractante A paiera l'ensemble des honoraires prévus dans chaque Bon de Commande dans un délai de quarante-cinq (45) jours à compter de la date de facturation. Tout montant impayé après soixante (60) jours portera intérêt au taux de 1 % par mois.,payment,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,08_Procurement_Supply_Agreement_FR.json,5.1,Engagement d'achat,"5.1 Pendant la Durée, l'Acheteur achètera au moins soixante-dix pour cent (70 %) de ses besoins en Biens auprès du Fournisseur, sous réserve que ce dernier demeure compétitif en termes de prix, de qualité et de performance de livraison par rapport au marché.",pricing,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,11_Commercial_Lease_Agreement_FR.json,2.2,Paiement des Charges d'Exploitation,"2.2 Le Preneur paiera sa quote-part des Charges d'Exploitation, estimée mensuellement et régularisée annuellement, tout solde dû devant être réglé dans un délai de trente (30) jours suivant le relevé de régularisation du Bailleur.",fees,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,06_Executive_Employment_Agreement_FR.json,5.1,Cession des droits d'invention,"5.1 La Dirigeante cède par les présentes à la Société l'intégralité des droits sur toute invention, découverte et œuvre créées pendant la durée du contrat, se rapportant à l'activité de la Société ou résultant de l'utilisation des ressources de la Société.",intellectual_property,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,09_Consulting_Services_Agreement_FR.json,3.2,Propriété des méthodologies et savoir-faire,"3.2 Le Consultant conserve la propriété de ses méthodologies, cadres et savoir-faire général préexistants, et pourra réutiliser les connaissances et compétences générales acquises au cours de la mission dans le cadre de missions futures avec d'autres clients, à condition de ne divulguer aucune Information Confidentielle de la Partie contractante A.",ownership,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,02_Master_Services_Agreement_FR.json,3.2,Propriété des Livrables,3.2 Tous les Livrables seront réputés créés dans le cadre d'une commande (« œuvre de commande ») et deviendront la propriété exclusive de la Partie contractante A dès le paiement intégral des honoraires applicables.,work_product,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,01_NDA_Confidentiality_Agreement_FR.json,1.2,Utilisation des Informations Confidentielles,1.2 Chaque Partie Réceptrice n'utilisera les Informations Confidentielles qu'aux fins de l'Objet.,confidentiality,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,05_Data_Processing_Agreement_FR.json,1.1,Traitement des Données Personnelles,"1.1 Le Sous-traitant ne traitera les Données Personnelles que sur instructions documentées du Responsable du Traitement, y compris en ce qui concerne les transferts vers un pays tiers, sauf obligation contraire du droit applicable.",data_protection,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,05_Data_Processing_Agreement_FR.json,5.1,Assistance aux demandes d'exercice des droits,"5.1 Le Sous-traitant assistera le Responsable du Traitement, dans la mesure du possible, dans l'exécution de son obligation de répondre aux demandes d'exercice des droits des personnes concernées, et notifiera sans délai injustifié le Responsable du Traitement s'il reçoit une telle demande directement.",data_processing,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,03_SaaS_Cloud_Agreement_FR.json,5.1,Mesures de sauvegarde et notification d'incident,"5.1 Northwind maintiendra des mesures de sauvegarde administratives, physiques et techniques conformes aux normes SOC 2 Type II, et notifiera la Partie contractante A de tout incident de sécurité confirmé affectant les Données de la Partie contractante A dans un délai de soixante-douze (72) heures suivant sa découverte.",security,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,04_Cybersecurity_Services_Agreement_FR.json,1.1,Services de sécurité,"1.1 La Partie contractante B fournira une surveillance de sécurité, une détection des menaces et des services de réponse aux incidents 24 heures sur 24, 7 jours sur 7, tels que décrits à l'Annexe A, conformément au Cadre de Cybersécurité du NIST.",cybersecurity,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,12_Loan_Credit_Agreement_FR.json,1.1,Conditions de décaissement du prêt,"1.1 Le Prêteur décaissera le montant en principal du Prêt à l'Emprunteur sous réserve de la satisfaction des conditions préalables prévues à l'Annexe A. Le Prêt portera intérêt à un taux fixe de 8,25 % par an, payable mensuellement, le principal étant amorti sur la durée du Prêt.",loan,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,12_Loan_Credit_Agreement_FR.json,2.1,Sûreté de premier rang,"2.1 En garantie des obligations de l'Emprunteur au titre du présent Contrat, l'Emprunteur consent au Prêteur une sûreté de premier rang sur les Sûretés, et signera tous les documents raisonnablement nécessaires à la constitution de cette sûreté, y compris les déclarations de financement UCC.",security_interest,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,06_Executive_Employment_Agreement_FR.json,1.1,Fonctions de la Dirigeante,"1.1 La Dirigeante exercera les fonctions de Directrice Scientifique, sous l'autorité du Directeur Général, et consacrera l'essentiel de son temps de travail aux affaires de la Société.",employment,low,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,fr,13_Asset_Purchase_Agreement_FR.json,4.1,Exploitation de l'Activité,"4.1 Entre la date du présent Contrat et la Date de Clôture, le Vendeur exploitera l'Activité dans le cours normal des affaires, conformément aux pratiques antérieures, et ne pourra, sans le consentement écrit préalable de l'Acquéreur, conclure de contrat substantiel, céder un actif significatif, ou augmenter la rémunération des salariés clés.",compensation,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,"[{""kind"": ""PRIOR_CONSENT_PREREQUISITE"", ""semantic_role"": ""CONTROL_MODIFIER"", ""candidate_primary_type"": ""consent_control"", ""primary_eligible"": false, ""polarity"": null, ""procedural_state"": ""PRIOR_CONSENT"", ""source_evidence"": [{""label"": ""PRIOR_CONSENT_PREREQUISITE"", ""start"": 182, ""end"": 218, ""text"": ""sans le consentement écrit préalable""}, {""label"": ""PRIOR_CONSENT_PREREQUISITE"", ""start"": 190, ""end"": 218, ""text"": ""consentement écrit préalable""}]}]",,[],[],[],[],[],[]
PENDING,,,fr,02_Master_Services_Agreement_FR.json,1.1,Exécution des services,"1.1 La Partie contractante B exécutera les services décrits dans chaque Bon de Commande de manière professionnelle, conformément aux normes généralement admises du secteur.",services,low,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,04_Cybersecurity_Services_Agreement_AR.json,6.1,مدة الاتفاقية وحقوق الإنهاء,6.1 مدة هذه الاتفاقية الأولية ثلاث (3) سنوات. يجوز لأي طرف الإنهاء في حال إخلال جوهري غير معالج من الطرف الآخر، بعد إشعار خطي مدته ثلاثون (30) يوماً. يجوز للعميل الإنهاء فوراً، دون غرامة، إذا تعرض الطرف الطرف المتعاقد ب ب لحادث أمني يؤثر على بيانات الطرف الطرف المتعاقد ب أ نتيجة إهماله الجسيم.,termination,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,02_Master_Services_Agreement_AR.json,2.2,زيادة الرسوم,2.2 يحتفظ الطرف الطرف المتعاقد ب ب بالحق في زيادة الرسوم من جانب واحد لأي فترة تجديد بنسبة تصل إلى خمسة عشر بالمائة (15%)، بإشعار خطي مدته ثلاثون (30) يوماً، دون الحاجة إلى موافقة الطرف الطرف المتعاقد ب أ.,renewal,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,03_SaaS_Cloud_Agreement_AR.json,6.1,حدود المسؤولية,6.1 لا تتجاوز المسؤولية الإجمالية لـ Northwind الناشئة عن هذه الاتفاقية الرسوم المدفوعة من الطرف الطرف المتعاقد ب أ خلال الاثني عشر (12) شهراً السابقة للمطالبة، باستثناء الإخلال بالبند 5 (الأمن) أو التزامات التعويض الخاصة بـ Northwind، والتي تُحدد المسؤولية بشأنها بضعف تلك الرسوم.,liability,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,04_Cybersecurity_Services_Agreement_AR.json,5.2,تعويض الطرف الطرف المتعاقد ب ب,5.2 يعوض الطرف الطرف المتعاقد ب ب الطرف الطرف المتعاقد ب أ عن مطالبات الأطراف الثالثة والغرامات التنظيمية والتكاليف المعقولة لمراقبة الائتمان والتحقيق الجنائي الناشئة عن حادث أمني يُعزى إلى إخلال الطرف الطرف المتعاقد ب ب بهذه الاتفاقية.,indemnity,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,02_Master_Services_Agreement_AR.json,3.2,ملكية المخرجات,"3.2 تُعتبر جميع المخرجات ""عملاً بموجب طلب"" وتؤول ملكيتها حصراً إلى الطرف الطرف المتعاقد ب أ عند السداد الكامل للرسوم المعنية.",payment,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,08_Procurement_Supply_Agreement_AR.json,5.1,الالتزام بالشراء,5.1 خلال المدة، يشتري الطرف الطرف المتعاقد ب أ ما لا يقل عن سبعين بالمائة (70%) من احتياجاته من البضائع من المورد، شريطة أن يظل المورد منافساً من حيث السعر والجودة وأداء التسليم مقارنة بالسوق.,pricing,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,02_Master_Services_Agreement_AR.json,3.1,حقوق الطرف الطرف المتعاقد ب ب,3.1 يحتفظ الطرف الطرف المتعاقد ب ب بكامل الحقوق في أدواته ومنهجياته وخبراته الفنية السابقة المستخدمة في تقديم الخدمات.,intellectual_property,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,13_Asset_Purchase_Agreement_AR.json,3.1,إقرار وضمانات الطرف المتعاقد ب,3.1 يُقر الطرف المتعاقد ب ويضمن أن: (أ) لديه سند ملكية صحيح وقابل للتداول على الأصول المشتراة؛ (ب) البيانات المالية المقدمة للمشتري تعرض بأمانة الوضع المالي للنشاط؛ و(ج) لا توجد دعاوى قضائية معلقة أو محتملة من شأنها الإضرار الجوهري بالأصول المشتراة.,ownership,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,01_NDA_Confidentiality_Agreement_AR.json,2.1,استثناءات المعلومات السرية,2.1 لا تشمل المعلومات السرية المعلومات التي: (أ) أصبحت متاحة للجمهور دون تقصير من الطرف المتلقي؛ (ب) كانت معروفة لدى الطرف المتلقي بشكل مشروع قبل الإفصاح عنها؛ (ج) طُورت بشكل مستقل دون استخدام المعلومات السرية؛ أو (د) وردت بشكل مشروع من طرف ثالث دون التزام بالسرية.,confidentiality,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,03_SaaS_Cloud_Agreement_AR.json,4.1,حقوق بيانات الطرف الطرف المتعاقد ب أ,4.1 فيما بين الطرفين، يحتفظ الطرف الطرف المتعاقد ب أ بكامل الحقوق في بيانات الطرف الطرف المتعاقد ب أ. عند الإنهاء، تتيح Northwind بيانات الطرف الطرف المتعاقد ب أ للتصدير بصيغة قياسية لمدة ثلاثين (30) يوماً، وبعد ذلك يجوز حذفها نهائياً.,data_protection,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,10_Outsourcing_Managed_Services_Agreement_AR.json,5.1,ضمانات البيانات,5.1 يحافظ الطرف الطرف المتعاقد ب ب على ضمانات إدارية وتقنية ومادية لبيانات الطرف الطرف المتعاقد ب أ متوافقة مع المتطلبات التنظيمية المعمول بها في قطاع التأمين، بما في ذلك قوانين أمن البيانات على مستوى الولايات، ويخطر الطرف الطرف المتعاقد ب أ بأي حادث أمني خلال أربع وعشرين (24) ساعة.,security,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,03_SaaS_Cloud_Agreement_AR.json,5.1,ضمانات الأمان,5.1 تحافظ Northwind على ضمانات إدارية ومادية وتقنية متوافقة مع معايير SOC 2 Type II، وتخطر الطرف الطرف المتعاقد ب أ بأي حادث أمني مؤكد يؤثر على بيانات الطرف الطرف المتعاقد ب أ خلال اثنتين وسبعين (72) ساعة من اكتشافه.,cybersecurity,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,12_Loan_Credit_Agreement_AR.json,1.1,شروط صرف القرض,1.1 يصرف المُقرض المبلغ الأصلي للقرض إلى الطرف المتعاقد ب رهناً باستيفاء الشروط المسبقة المحددة في الملحق أ. يحمل القرض فائدة بمعدل ثابت قدره 8.25% سنوياً، تُدفع شهرياً، مع إطفاء المبلغ الأصلي على مدى فترة القرض.,loan,medium,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
PENDING,,,ar,12_Loan_Credit_Agreement_AR.json,5.1,التزامات الطرف المتعاقد ب,5.1 التزامات الطرف المتعاقد ب بموجب هذه الاتفاقية مكفولة من قبل شركة Trailhead Holdings Inc.، الطرف الطرف المتعاقد ب أ الأم للمقترض، بموجب اتفاقية كفالة منفصلة مبرمة بالتزامن مع هذه الاتفاقية.,guarantee,high,UNKNOWN,0.0,True,NO_PRIMARY_ELIGIBLE_DOMAIN_MECHANISM,,,[],,[],[],[],[],[],[]
