review_status,reviewer,review_notes,language,document,reference,title,source_text,pipeline_primary_type,candidate_gold_primary_type,candidate_gold_primary_type_reason,candidate_gold_material_mechanisms,candidate_gold_actor_object_arguments,candidate_gold_polarity,candidate_gold_procedural_states,candidate_gold_numeric_semantic_roles,candidate_gold_source_evidence_spans,_candidate_evidence_integrity,gold_primary_type,gold_material_mechanisms,gold_actor_object_arguments,gold_polarity,gold_procedural_states,gold_numeric_semantic_roles,gold_source_evidence_spans
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,05_Data_Processing_Agreement.json,6.1,Notification of Personal Data Breach,"6.1 Processor shall notify Controller without undue delay, and in any event within forty-eight (48) hours, after becoming aware of a Personal Data breach, and shall provide reasonable assistance to Controller in meeting its obligations to notify supervisory authorities and affected data subjects.",data_protection,data_protection,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""NOTICE_REQUIREMENT"", ""BREACH_NOTIFICATION""]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""actor"": """", ""object_or_scope"": ""within forty-eight (48) hours"", ""source_span"": {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 76, ""end"": 105, ""text"": ""within forty-eight (48) hours""}}, {""mechanism"": ""BREACH_NOTIFICATION"", ""actor"": """", ""object_or_scope"": ""shall notify Controller without undue delay, and in any event within forty-eight (48) hours, after becoming aware of a Personal Data breach, and shall provide reasonable assistance to Controller in meeting its obligations to notify supervisory authorities and affected data subjects."", ""source_span"": {""mechanism"": ""BREACH_NOTIFICATION"", ""start"": 14, ""end"": 297, ""text"": ""shall notify Controller without undue delay, and in any event within forty-eight (48) hours, after becoming aware of a Personal Data breach, and shall provide reasonable assistance to Controller in meeting its obligations to notify supervisory authorities and affected data subjects.""}}]","[{""mechanism"": ""BREACH_NOTIFICATION"", ""polarity"": ""REQUIRED""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""state"": ""NOTICE_REQUIRED""}, {""mechanism"": ""BREACH_NOTIFICATION"", ""state"": ""NOTIFICATION""}]","[{""role"": ""NOTICE_OR_BREACH_NOTIFICATION_HOURS"", ""start"": 76, ""end"": 105, ""text"": ""within forty-eight (48) hours""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 76, ""end"": 105, ""text"": ""within forty-eight (48) hours""}, {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 38, ""end"": 57, ""text"": ""without undue delay""}, {""mechanism"": ""BREACH_NOTIFICATION"", ""start"": 14, ""end"": 297, ""text"": ""shall notify Controller without undue delay, and in any event within forty-eight (48) hours, after becoming aware of a Personal Data breach, and shall provide reasonable assistance to Controller in meeting its obligations to notify supervisory authorities and affected data subjects.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,05_Data_Processing_Agreement.json,5.1,Assistance with Data Subject Rights,"5.1 Processor shall assist Controller, insofar as possible, in fulfilling Controller's obligation to respond to requests for exercising data subject rights, and shall notify Controller without undue delay if Processor receives such a request directly.",data_processing,data_processing,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""NOTICE_REQUIREMENT"", ""DATA_SUBJECT_ASSISTANCE""]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""actor"": """", ""object_or_scope"": ""without undue delay"", ""source_span"": {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 185, ""end"": 204, ""text"": ""without undue delay""}}, {""mechanism"": ""DATA_SUBJECT_ASSISTANCE"", ""actor"": """", ""object_or_scope"": ""shall assist Controller, insofar as possible, in fulfilling Controller's obligation to respond to requests for exercising data subject rights, and shall notify Controller without undue delay if Processor receives such a request directly."", ""source_span"": {""mechanism"": ""DATA_SUBJECT_ASSISTANCE"", ""start"": 14, ""end"": 251, ""text"": ""shall assist Controller, insofar as possible, in fulfilling Controller's obligation to respond to requests for exercising data subject rights, and shall notify Controller without undue delay if Processor receives such a request directly.""}}]","[{""mechanism"": ""DATA_SUBJECT_ASSISTANCE"", ""polarity"": ""REQUIRED""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""state"": ""NOTICE_REQUIRED""}]",[],"[{""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 185, ""end"": 204, ""text"": ""without undue delay""}, {""mechanism"": ""DATA_SUBJECT_ASSISTANCE"", ""start"": 14, ""end"": 251, ""text"": ""shall assist Controller, insofar as possible, in fulfilling Controller's obligation to respond to requests for exercising data subject rights, and shall notify Controller without undue delay if Processor receives such a request directly.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,03_SaaS_Cloud_Agreement.json,5.1,Security Incident Notification,"5.1 Northwind shall maintain administrative, physical, and technical safeguards consistent with SOC 2 Type II standards, and shall notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery.",security,data_protection,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""NOTICE_REQUIREMENT"", ""BREACH_NOTIFICATION"", ""SECURITY_SAFEGUARD_OBLIGATION""]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""actor"": """", ""object_or_scope"": ""within seventy-two (72) hours"", ""source_span"": {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 206, ""end"": 235, ""text"": ""within seventy-two (72) hours""}}, {""mechanism"": ""BREACH_NOTIFICATION"", ""actor"": """", ""object_or_scope"": ""notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery."", ""source_span"": {""mechanism"": ""BREACH_NOTIFICATION"", ""start"": 131, ""end"": 249, ""text"": ""notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery.""}}, {""mechanism"": ""SECURITY_SAFEGUARD_OBLIGATION"", ""actor"": """", ""object_or_scope"": ""shall maintain administrative, physical, and technical safeguards consistent with SOC 2 Type II standards, and shall notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery."", ""source_span"": {""mechanism"": ""SECURITY_SAFEGUARD_OBLIGATION"", ""start"": 14, ""end"": 249, ""text"": ""shall maintain administrative, physical, and technical safeguards consistent with SOC 2 Type II standards, and shall notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery.""}}]","[{""mechanism"": ""BREACH_NOTIFICATION"", ""polarity"": ""REQUIRED""}, {""mechanism"": ""SECURITY_SAFEGUARD_OBLIGATION"", ""polarity"": ""REQUIRED""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""state"": ""NOTICE_REQUIRED""}, {""mechanism"": ""BREACH_NOTIFICATION"", ""state"": ""NOTIFICATION""}]","[{""role"": ""NOTICE_OR_BREACH_NOTIFICATION_HOURS"", ""start"": 206, ""end"": 235, ""text"": ""within seventy-two (72) hours""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 206, ""end"": 235, ""text"": ""within seventy-two (72) hours""}, {""mechanism"": ""BREACH_NOTIFICATION"", ""start"": 131, ""end"": 249, ""text"": ""notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery.""}, {""mechanism"": ""SECURITY_SAFEGUARD_OBLIGATION"", ""start"": 14, ""end"": 249, ""text"": ""shall maintain administrative, physical, and technical safeguards consistent with SOC 2 Type II standards, and shall notify Customer of any confirmed security incident affecting Customer Data within seventy-two (72) hours of discovery.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,12_Loan_Credit_Agreement.json,1.1,Loan Disbursement and Interest,"1.1 Lender shall disburse the principal amount of the Loan to Borrower upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.",loan,payment,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""PAYMENT_OBLIGATION"", ""INTEREST_ACCRUAL"", ""LOAN_DISBURSEMENT"", ""CONDITIONS_PRECEDENT""]","[{""mechanism"": ""PAYMENT_OBLIGATION"", ""actor"": """", ""object_or_scope"": ""payable monthly"", ""source_span"": {""mechanism"": ""PAYMENT_OBLIGATION"", ""start"": 206, ""end"": 221, ""text"": ""payable monthly""}}, {""mechanism"": ""INTEREST_ACCRUAL"", ""actor"": """", ""object_or_scope"": ""shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan."", ""source_span"": {""mechanism"": ""INTEREST_ACCRUAL"", ""start"": 150, ""end"": 274, ""text"": ""shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.""}}, {""mechanism"": ""LOAN_DISBURSEMENT"", ""actor"": ""Lender"", ""object_or_scope"": ""Lender shall disburse the principal amount of the Loan to Borrower upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan."", ""source_span"": {""mechanism"": ""LOAN_DISBURSEMENT"", ""start"": 4, ""end"": 274, ""text"": ""Lender shall disburse the principal amount of the Loan to Borrower upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.""}}, {""mechanism"": ""CONDITIONS_PRECEDENT"", ""actor"": ""upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan"", ""object_or_scope"": ""upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan."", ""source_span"": {""mechanism"": ""CONDITIONS_PRECEDENT"", ""start"": 71, ""end"": 274, ""text"": ""upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.""}}]","[{""mechanism"": ""PAYMENT_OBLIGATION"", ""polarity"": ""REQUIRED""}, {""mechanism"": ""LOAN_DISBURSEMENT"", ""polarity"": ""REQUIRED""}]","[{""mechanism"": ""CONDITIONS_PRECEDENT"", ""state"": ""CONDITION_PRECEDENT""}]","[{""role"": ""DURATION_YEARS"", ""start"": 189, ""end"": 204, ""text"": ""8.25% per annum""}]","[{""mechanism"": ""PAYMENT_OBLIGATION"", ""start"": 206, ""end"": 221, ""text"": ""payable monthly""}, {""mechanism"": ""INTEREST_ACCRUAL"", ""start"": 150, ""end"": 274, ""text"": ""shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.""}, {""mechanism"": ""LOAN_DISBURSEMENT"", ""start"": 4, ""end"": 274, ""text"": ""Lender shall disburse the principal amount of the Loan to Borrower upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.""}, {""mechanism"": ""CONDITIONS_PRECEDENT"", ""start"": 71, ""end"": 274, ""text"": ""upon satisfaction of the conditions precedent set forth in Exhibit A. The Loan shall bear interest at a fixed rate of 8.25% per annum, payable monthly, with principal amortized over the term of the Loan.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,12_Loan_Credit_Agreement.json,2.1,Security Interest,"2.1 As security for Borrower's obligations under this Agreement, Borrower grants Lender a first-priority security interest in the Collateral, and shall execute all documents reasonably necessary to perfect such security interest, including UCC financing statements.",security_interest,security_interest,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""SECURITY_INTEREST_GRANT""]","[{""mechanism"": ""SECURITY_INTEREST_GRANT"", ""actor"": ""grants Lender a first-priority security interest in the Collateral, and"", ""object_or_scope"": ""grants Lender a first-priority security interest in the Collateral, and shall execute all documents reasonably necessary to perfect such security interest, including UCC financing statements."", ""source_span"": {""mechanism"": ""SECURITY_INTEREST_GRANT"", ""start"": 74, ""end"": 265, ""text"": ""grants Lender a first-priority security interest in the Collateral, and shall execute all documents reasonably necessary to perfect such security interest, including UCC financing statements.""}}]","[{""mechanism"": ""SECURITY_INTEREST_GRANT"", ""polarity"": ""GRANT""}]",[],[],"[{""mechanism"": ""SECURITY_INTEREST_GRANT"", ""start"": 74, ""end"": 265, ""text"": ""grants Lender a first-priority security interest in the Collateral, and shall execute all documents reasonably necessary to perfect such security interest, including UCC financing statements.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,12_Loan_Credit_Agreement.json,5.1,Guarantee of Borrower's Obligations,"5.1 Borrower's obligations under this Agreement are guaranteed by Trailhead Holdings Inc., the parent Contracting Party A of Borrower, pursuant to a separate Guarantee Agreement executed concurrently herewith.",guarantee,guarantee,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""GUARANTEE_SUPPORT""]","[{""mechanism"": ""GUARANTEE_SUPPORT"", ""actor"": ""obligations under this Agreement"", ""object_or_scope"": ""obligations under this Agreement are guaranteed by Trailhead Holdings Inc., the parent Contracting Party A of Borrower, pursuant to a separate Guarantee Agreement executed concurrently herewith."", ""source_span"": {""mechanism"": ""GUARANTEE_SUPPORT"", ""start"": 15, ""end"": 209, ""text"": ""obligations under this Agreement are guaranteed by Trailhead Holdings Inc., the parent Contracting Party A of Borrower, pursuant to a separate Guarantee Agreement executed concurrently herewith.""}}]",[],"[{""mechanism"": ""GUARANTEE_SUPPORT"", ""state"": ""GUARANTEED""}]",[],"[{""mechanism"": ""GUARANTEE_SUPPORT"", ""start"": 15, ""end"": 209, ""text"": ""obligations under this Agreement are guaranteed by Trailhead Holdings Inc., the parent Contracting Party A of Borrower, pursuant to a separate Guarantee Agreement executed concurrently herewith.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,06_Executive_Employment_Agreement.json,1.1,Position and Time Commitment,"1.1 Executive shall serve as Chief Scientific Officer, reporting to the Chief Executive Officer, and shall devote substantially full business time to Contracting Party A's affairs.",employment,employment,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""EMPLOYMENT_ROLE_DUTY""]","[{""mechanism"": ""EMPLOYMENT_ROLE_DUTY"", ""actor"": ""Executive"", ""object_or_scope"": ""Executive shall serve as Chief Scientific Officer, reporting to the Chief Executive Officer, and shall devote substantially full business time to Contracting Party A's affairs."", ""source_span"": {""mechanism"": ""EMPLOYMENT_ROLE_DUTY"", ""start"": 4, ""end"": 180, ""text"": ""Executive shall serve as Chief Scientific Officer, reporting to the Chief Executive Officer, and shall devote substantially full business time to Contracting Party A's affairs.""}}]","[{""mechanism"": ""EMPLOYMENT_ROLE_DUTY"", ""polarity"": ""REQUIRED""}]",[],[],"[{""mechanism"": ""EMPLOYMENT_ROLE_DUTY"", ""start"": 4, ""end"": 180, ""text"": ""Executive shall serve as Chief Scientific Officer, reporting to the Chief Executive Officer, and shall devote substantially full business time to Contracting Party A's affairs.""}, {""mechanism"": ""EMPLOYMENT_ROLE_DUTY"", ""start"": 101, ""end"": 180, ""text"": ""shall devote substantially full business time to Contracting Party A's affairs.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,13_Asset_Purchase_Agreement.json,4.1,Operational Conduct,"4.1 Between the date of this Agreement and the Closing Date, Seller shall operate the Business in the ordinary course consistent with past practice and shall not, without Buyer's prior written consent, enter into any material contract, dispose of any material asset, or increase compensation for key applicable Contracting Party Bs.",compensation,covenant,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""OPERATIONAL_COVENANT""]","[{""mechanism"": ""OPERATIONAL_COVENANT"", ""actor"": ""Seller"", ""object_or_scope"": ""Seller shall operate the Business in the ordinary course consistent with past practice and shall not, without Buyer's prior written consent, enter into any material contract, dispose of any material asset, or increase compensation for key applicable Contracting Party Bs."", ""source_span"": {""mechanism"": ""OPERATIONAL_COVENANT"", ""start"": 61, ""end"": 332, ""text"": ""Seller shall operate the Business in the ordinary course consistent with past practice and shall not, without Buyer's prior written consent, enter into any material contract, dispose of any material asset, or increase compensation for key applicable Contracting Party Bs.""}}]","[{""mechanism"": ""OPERATIONAL_COVENANT"", ""polarity"": ""REQUIRED""}]",[],[],"[{""mechanism"": ""OPERATIONAL_COVENANT"", ""start"": 61, ""end"": 332, ""text"": ""Seller shall operate the Business in the ordinary course consistent with past practice and shall not, without Buyer's prior written consent, enter into any material contract, dispose of any material asset, or increase compensation for key applicable Contracting Party Bs.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,02_Master_Services_Agreement.json,1.1,Performance of Services,1.1 Provider shall perform the services described in each SOW in a professional and workmanlike manner consistent with generally accepted industry standards.,services,services,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""SERVICE_PERFORMANCE_OBLIGATION""]","[{""mechanism"": ""SERVICE_PERFORMANCE_OBLIGATION"", ""actor"": """", ""object_or_scope"": ""shall perform the services described in each SOW in a professional and workmanlike manner consistent with generally accepted industry standards."", ""source_span"": {""mechanism"": ""SERVICE_PERFORMANCE_OBLIGATION"", ""start"": 13, ""end"": 157, ""text"": ""shall perform the services described in each SOW in a professional and workmanlike manner consistent with generally accepted industry standards.""}}]","[{""mechanism"": ""SERVICE_PERFORMANCE_OBLIGATION"", ""polarity"": ""REQUIRED""}]",[],[],"[{""mechanism"": ""SERVICE_PERFORMANCE_OBLIGATION"", ""start"": 13, ""end"": 157, ""text"": ""shall perform the services described in each SOW in a professional and workmanlike manner consistent with generally accepted industry standards.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,en,03_SaaS_Cloud_Agreement.json,2.1,Uptime Commitment,"2.1 Northwind shall use commercially reasonable efforts to maintain 99.9% uptime, measured monthly, excluding scheduled maintenance. Customer's sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A.",service_level,service_level,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""SERVICE_LEVEL_COMMITMENT"", ""SOLE_EXCLUSIVE_REMEDY""]","[{""mechanism"": ""SERVICE_LEVEL_COMMITMENT"", ""actor"": """", ""object_or_scope"": ""maintain 99.9% uptime, measured monthly, excluding scheduled maintenance. Customer's sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A."", ""source_span"": {""mechanism"": ""SERVICE_LEVEL_COMMITMENT"", ""start"": 59, ""end"": 252, ""text"": ""maintain 99.9% uptime, measured monthly, excluding scheduled maintenance. Customer's sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A.""}}, {""mechanism"": ""SOLE_EXCLUSIVE_REMEDY"", ""actor"": """", ""object_or_scope"": ""sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A."", ""source_span"": {""mechanism"": ""SOLE_EXCLUSIVE_REMEDY"", ""start"": 144, ""end"": 252, ""text"": ""sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A.""}}]","[{""mechanism"": ""SERVICE_LEVEL_COMMITMENT"", ""polarity"": ""REQUIRED""}]","[{""mechanism"": ""SOLE_EXCLUSIVE_REMEDY"", ""state"": ""EXCLUSIVE_REMEDY""}]","[{""role"": ""PERCENTAGE_THRESHOLD_OR_RATE"", ""start"": 68, ""end"": 80, ""text"": ""99.9% uptime""}]","[{""mechanism"": ""SERVICE_LEVEL_COMMITMENT"", ""start"": 59, ""end"": 252, ""text"": ""maintain 99.9% uptime, measured monthly, excluding scheduled maintenance. Customer's sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A.""}, {""mechanism"": ""SOLE_EXCLUSIVE_REMEDY"", ""start"": 144, ""end"": 252, ""text"": ""sole and exclusive remedy for failure to meet this commitment is a service credit as set forth in Exhibit A.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,fr,02_Master_Services_Agreement_FR.json,4.2,Résiliation,"4.2 La Partie contractante B pourra résilier le présent Accord ou tout Bon de Commande immédiatement, pour quelque raison que ce soit ou sans raison, moyennant notification écrite à la Partie contractante A. La Partie contractante A ne pourra résilier que pour manquement substantiel non corrigé de la Partie contractante B, après un préavis écrit de soixante (60) jours et une possibilité de remédier au manquement.",termination,termination,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""TERMINATION_RIGHT"", ""TERMINATION_FOR_CAUSE"", ""CURE_PERIOD"", ""NOTICE_REQUIREMENT""]","[{""mechanism"": ""TERMINATION_RIGHT"", ""actor"": """", ""object_or_scope"": ""pourra résilier le présent Accord ou tout Bon de Commande immédiatement, pour quelque raison que ce soit ou sans raison, moyennant notification écrite à la Partie contractante A. La Partie contractante A ne pourra résilier que pour man"", ""source_span"": {""mechanism"": ""TERMINATION_RIGHT"", ""start"": 29, ""end"": 264, ""text"": ""pourra résilier le présent Accord ou tout Bon de Commande immédiatement, pour quelque raison que ce soit ou sans raison, moyennant notification écrite à la Partie contractante A. La Partie contractante A ne pourra résilier que pour man""}}, {""mechanism"": ""TERMINATION_FOR_CAUSE"", ""actor"": """", ""object_or_scope"": ""manquement substantiel non corrigé de la Partie contractante B, après un préavis écrit de soixante (60) jours et une possibilité de remédier au manquement."", ""source_span"": {""mechanism"": ""TERMINATION_FOR_CAUSE"", ""start"": 261, ""end"": 416, ""text"": ""manquement substantiel non corrigé de la Partie contractante B, après un préavis écrit de soixante (60) jours et une possibilité de remédier au manquement.""}}, {""mechanism"": ""CURE_PERIOD"", ""actor"": """", ""object_or_scope"": ""possibilité de remédier"", ""source_span"": {""mechanism"": ""CURE_PERIOD"", ""start"": 378, ""end"": 401, ""text"": ""possibilité de remédier""}}, {""mechanism"": ""NOTICE_REQUIREMENT"", ""actor"": """", ""object_or_scope"": ""moyennant notification écrite"", ""source_span"": {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 150, ""end"": 179, ""text"": ""moyennant notification écrite""}}]","[{""mechanism"": ""TERMINATION_RIGHT"", ""polarity"": ""RIGHT""}]","[{""mechanism"": ""TERMINATION_FOR_CAUSE"", ""state"": ""CAUSE_TRIGGER""}, {""mechanism"": ""CURE_PERIOD"", ""state"": ""CURE_REQUIRED""}, {""mechanism"": ""NOTICE_REQUIREMENT"", ""state"": ""NOTICE_REQUIRED""}]",[],"[{""mechanism"": ""TERMINATION_RIGHT"", ""start"": 29, ""end"": 264, ""text"": ""pourra résilier le présent Accord ou tout Bon de Commande immédiatement, pour quelque raison que ce soit ou sans raison, moyennant notification écrite à la Partie contractante A. La Partie contractante A ne pourra résilier que pour man""}, {""mechanism"": ""TERMINATION_RIGHT"", ""start"": 233, ""end"": 416, ""text"": ""ne pourra résilier que pour manquement substantiel non corrigé de la Partie contractante B, après un préavis écrit de soixante (60) jours et une possibilité de remédier au manquement.""}, {""mechanism"": ""TERMINATION_FOR_CAUSE"", ""start"": 261, ""end"": 416, ""text"": ""manquement substantiel non corrigé de la Partie contractante B, après un préavis écrit de soixante (60) jours et une possibilité de remédier au manquement.""}, {""mechanism"": ""CURE_PERIOD"", ""start"": 378, ""end"": 401, ""text"": ""possibilité de remédier""}, {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 150, ""end"": 179, ""text"": ""moyennant notification écrite""}, {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 334, ""end"": 347, ""text"": ""préavis écrit""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,fr,02_Master_Services_Agreement_FR.json,2.2,Augmentation des honoraires,"2.2 La Partie contractante B se réserve le droit d'augmenter unilatéralement les honoraires pour toute période de renouvellement jusqu'à quinze pour cent (15 %), moyennant un préavis écrit de trente (30) jours, sans nécessiter le consentement de la Partie contractante A.",renewal,renewal,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""NOTICE_REQUIREMENT"", ""FEE_ADJUSTMENT_RIGHT""]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""actor"": """", ""object_or_scope"": ""préavis écrit"", ""source_span"": {""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 175, ""end"": 188, ""text"": ""préavis écrit""}}, {""mechanism"": ""FEE_ADJUSTMENT_RIGHT"", ""actor"": """", ""object_or_scope"": ""se réserve le droit d'augmenter unilatéralement les honoraires pour toute période de renouvellement jusqu'à quinze pour cent (15 %), moyennant un préavis écrit de trente (30) jours, sans nécessiter le consentement de la Partie contractante A."", ""source_span"": {""mechanism"": ""FEE_ADJUSTMENT_RIGHT"", ""start"": 29, ""end"": 271, ""text"": ""se réserve le droit d'augmenter unilatéralement les honoraires pour toute période de renouvellement jusqu'à quinze pour cent (15 %), moyennant un préavis écrit de trente (30) jours, sans nécessiter le consentement de la Partie contractante A.""}}]","[{""mechanism"": ""FEE_ADJUSTMENT_RIGHT"", ""polarity"": ""RIGHT""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""state"": ""NOTICE_REQUIRED""}]","[{""role"": ""PERCENTAGE_THRESHOLD_OR_RATE"", ""start"": 129, ""end"": 160, ""text"": ""jusqu'à quinze pour cent (15 %)""}]","[{""mechanism"": ""NOTICE_REQUIREMENT"", ""start"": 175, ""end"": 188, ""text"": ""préavis écrit""}, {""mechanism"": ""FEE_ADJUSTMENT_RIGHT"", ""start"": 29, ""end"": 271, ""text"": ""se réserve le droit d'augmenter unilatéralement les honoraires pour toute période de renouvellement jusqu'à quinze pour cent (15 %), moyennant un préavis écrit de trente (30) jours, sans nécessiter le consentement de la Partie contractante A.""}]",True,,[],[],[],[],[],[]
REVIEW_REQUIRED,,Machine-generated gold candidate from source text only. Human legal review required before APPROVED.,fr,04_Cybersecurity_Services_Agreement_FR.json,5.1,Limitation de responsabilité,"5.1 La responsabilité globale de la Partie contractante B pour un Incident de Sécurité résultant du non-respect des niveaux de service prévus à l'Annexe A n'excédera pas trois (3) fois les honoraires annuels payés par la Partie contractante A, et sera illimitée en cas de négligence grave ou de faute intentionnelle de la Partie contractante B.",liability,liability,HIGHEST_PRIORITY_GROUNDED_DOMAIN_MECHANISM,"[""LIABILITY_CARVEOUT""]","[{""mechanism"": ""LIABILITY_CARVEOUT"", ""actor"": """", ""object_or_scope"": ""sera illimitée en cas de négligence grave ou de faute intentionnelle"", ""source_span"": {""mechanism"": ""LIABILITY_CARVEOUT"", ""start"": 247, ""end"": 315, ""text"": ""sera illimitée en cas de négligence grave ou de faute intentionnelle""}}]",[],"[{""mechanism"": ""LIABILITY_CARVEOUT"", ""state"": ""CARVEOUT""}]",[],"[{""mechanism"": ""LIABILITY_CARVEOUT"", ""start"": 247, ""end"": 315, ""text"": ""sera illimitée en cas de négligence grave ou de faute intentionnelle""}]",True,,[],[],[],[],[],[]
